nombre;apellido_1;apellido_2;dni;email;telefono;movil;fecha_nacimiento;curso;fecha_matriculacion;poblacion;provincia;calle;extension;asignatura;nota
Daniela;Soto;Moya;2441544W;daniela.soto.moya@gmail.com;997641528;624046234;12/05/1991;Desarrollo Web Full Stack;30/09/2023;Itero de la Vega;Palencia;Concepción Arenal;41 2A;Frontend PRO;10
Daniela;Soto;Moya;2441544W;daniela.soto.moya@gmail.com;997641528;624046234;12/05/1991;Desarrollo Web Full Stack;30/09/2023;Itero de la Vega;Palencia;Concepción Arenal;41 2A;Testing con JavaScript;5
Tomas;Guerrero;Pastor;9940824V;tomas.guerrero.pastor@gmail.com;952725867;651956425;25/04/1993;DevOps & Cloud Computing Full Stack;14/10/2023;Vall d'Uixó, la;Castellón/Castelló;Mariana Pineda;4 4A;Docker;9
Tomas;Guerrero;Pastor;9940824V;tomas.guerrero.pastor@gmail.com;952725867;651956425;25/04/1993;DevOps & Cloud Computing Full Stack;14/10/2023;Vall d'Uixó, la;Castellón/Castelló;Mariana Pineda;4 4A;Base Linux;0
Tomas;Guerrero;Pastor;9940824V;tomas.guerrero.pastor@gmail.com;952725867;651956425;25/04/1993;DevOps & Cloud Computing Full Stack;14/10/2023;Vall d'Uixó, la;Castellón/Castelló;Mariana Pineda;4 4A;Introducción Despliegue en Servidores;0
Tomas;Guerrero;Pastor;9940824V;tomas.guerrero.pastor@gmail.com;952725867;651956425;25/04/1993;DevOps & Cloud Computing Full Stack;14/10/2023;Vall d'Uixó, la;Castellón/Castelló;Mariana Pineda;4 4A;Python;10
Tomas;Guerrero;Pastor;9940824V;tomas.guerrero.pastor@gmail.com;952725867;651956425;25/04/1993;DevOps & Cloud Computing Full Stack;14/10/2023;Vall d'Uixó, la;Castellón/Castelló;Mariana Pineda;4 4A;Plataformas Cloud y Kubernetes;1
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Prompt Engineering;1
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Git & GitHub;9
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Fundamentos de Web: HTML5, CSS3;8
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Modelado de datos & SQL;10
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Introducción a JavaScript;10
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Fundamentos de React;1
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Desarrollo frontend con JavaScript;3
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Web Components;9
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Frontend PRO;3
Jose antonio;Caballero;Lorenzo;3364282A;jose antonio.caballero.lorenzo@gmail.com;996954096;659509163;14/06/1999;Desarrollo Web Full Stack;30/10/2023;Valfermoso de Tajuña;Guadalajara;Reina Sofía;72 1Izq.;Testing con JavaScript;5
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Productividad;7
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Networking;9
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Linux;1
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Python;3
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Docker;2
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Ciberseguridad enfocada en Pentesting;6
Ana maria;Castro;Marin;4706962N;ana maria.castro.marin@gmail.com;920996787;603715888;02/04/1991;Ciberseguridad Full Stack;25/09/2023;Zerain;Gipuzkoa;España;6 1D;Desarrollo seguro de aplicaciones;10
Alba;Gonzalez;Rivera;8686222L;alba.gonzalez.rivera@gmail.com;985743189;689706559;10/10/1991;Aprende a Programar desde Cero;02/11/2023;Lebrija;Sevilla;Clara Campoamor;39 1Der.;Fundamentos de programación;3
Alba;Gonzalez;Rivera;8686222L;alba.gonzalez.rivera@gmail.com;985743189;689706559;10/10/1991;Aprende a Programar desde Cero;02/11/2023;Lebrija;Sevilla;Clara Campoamor;39 1Der.;Introducción a Python;3
Alba;Gonzalez;Rivera;8686222L;alba.gonzalez.rivera@gmail.com;985743189;689706559;10/10/1991;Aprende a Programar desde Cero;02/11/2023;Lebrija;Sevilla;Clara Campoamor;39 1Der.;Introducción a Java;5
Alba;Gonzalez;Rivera;8686222L;alba.gonzalez.rivera@gmail.com;985743189;689706559;10/10/1991;Aprende a Programar desde Cero;02/11/2023;Lebrija;Sevilla;Clara Campoamor;39 1Der.;Prompt Engineering;8
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Prompt Engineering;10
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Git & GitHub;2
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Fundamentos de Web: HTML5, CSS3;1
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Modelado de datos & SQL;8
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Introducción a JavaScript;5
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Fundamentos de React;4
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Desarrollo frontend con JavaScript;2
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Web Components;0
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Frontend PRO;6
Clara;Guerrero;Blanco;3395437Q;clara.guerrero.blanco@gmail.com;920898699;615671907;28/02/2017;Desarrollo Web Full Stack;21/09/2023;Santoña;Cantabria;Isabel la Católica;74 4Izq.;Testing con JavaScript;2
Monica;Caballero;Morales;7658536L;monica.caballero.morales@gmail.com;926943328;697075412;25/11/2015;DevOps & Cloud Computing Full Stack;05/10/2023;Humilladero;Málaga;Gloria Fuertes;9 2A;Docker;5
Monica;Caballero;Morales;7658536L;monica.caballero.morales@gmail.com;926943328;697075412;25/11/2015;DevOps & Cloud Computing Full Stack;05/10/2023;Humilladero;Málaga;Gloria Fuertes;9 2A;Base Linux;6
Monica;Caballero;Morales;7658536L;monica.caballero.morales@gmail.com;926943328;697075412;25/11/2015;DevOps & Cloud Computing Full Stack;05/10/2023;Humilladero;Málaga;Gloria Fuertes;9 2A;Python;4
Monica;Caballero;Morales;7658536L;monica.caballero.morales@gmail.com;926943328;697075412;25/11/2015;DevOps & Cloud Computing Full Stack;05/10/2023;Humilladero;Málaga;Gloria Fuertes;9 2A;Plataformas Cloud y Kubernetes;7
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Prompt Engineering;0
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Git & GitHub;3
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Fundamentos de Web: HTML5, CSS3;5
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Modelado de datos & SQL;6
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Introducción a JavaScript;10
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Fundamentos de React;4
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Web Components;5
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Frontend PRO;5
Martina;Gimenez;Lorenzo;8650111H;martina.gimenez.lorenzo@gmail.com;992797005;660225366;06/08/2010;Desarrollo Web Full Stack;30/09/2023;Rianxo;Coruña, A;Hernán Cortés;44 1Izq.;Testing con JavaScript;4
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Swift desde 0;5
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Swift & Storyboards;10
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Kotlin desde cero;6
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Kotlin Avanzado;4
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Modelado de datos & SQL;5
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Introducción a GNU/Linux;4
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Fundamentos de Autolayout;6
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Arquitectura y código de calidad;10
Lucia;Muñoz;Lozano;8898495W;lucia.muñoz.lozano@gmail.com;995543862;687331032;06/01/2001;Desarrollo de Apps Móviles Full Stack;25/10/2023;Urueñas;Segovia;Sol;29 2Izq.;Fundamentos de ConstraintLayout;2
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Swift desde 0;5
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Swift & Storyboards;6
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Kotlin desde cero;8
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Kotlin Avanzado;9
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Modelado de datos & SQL;7
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Introducción a GNU/Linux;2
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Fundamentos de Autolayout;10
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Arquitectura y código de calidad;5
Alfredo;Velasco;Fernandez;1241777F;alfredo.velasco.fernandez@gmail.com;975951646;677863221;17/06/2005;Desarrollo de Apps Móviles Full Stack;19/09/2023;Almàssera;Valencia/València;Rosalía de Castro;5 3Der.;Fundamentos de ConstraintLayout;2
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Swift desde 0;4
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Swift & Storyboards;7
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Kotlin Avanzado;4
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Modelado de datos & SQL;10
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Introducción a GNU/Linux;4
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Fundamentos de Autolayout;4
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Arquitectura y código de calidad;7
Maria soledad;Blanco;Gimenez;3378624Q;maria soledad.blanco.gimenez@gmail.com;989149154;608263509;27/03/1997;Desarrollo de Apps Móviles Full Stack;20/09/2023;Valdáliga;Cantabria;Nueva;22 4C;Fundamentos de ConstraintLayout;9
Jose maria;Blanco;Cabrera;5191435J;jose maria.blanco.cabrera@gmail.com;944527436;609852775;08/07/2005;Marketing Digital y Análisis de Datos;27/09/2023;Valcabado;Zamora;Constitución;42 1B;Ecommerce – Plan de desarrollo y Estrategia;3
Jose maria;Blanco;Cabrera;5191435J;jose maria.blanco.cabrera@gmail.com;944527436;609852775;08/07/2005;Marketing Digital y Análisis de Datos;27/09/2023;Valcabado;Zamora;Constitución;42 1B;SEM, PPC, Display & Social Ads;0
Jose maria;Blanco;Cabrera;5191435J;jose maria.blanco.cabrera@gmail.com;944527436;609852775;08/07/2005;Marketing Digital y Análisis de Datos;27/09/2023;Valcabado;Zamora;Constitución;42 1B;Email Marketing;3
Juan manuel;Vidal;Crespo;3044103F;juan manuel.vidal.crespo@gmail.com;952122203;600553658;17/08/2003;DevOps & Cloud Computing Full Stack;18/09/2023;Carolina, La;Jaén;Ramón y Cajal;71 4Izq.;Docker;5
Juan manuel;Vidal;Crespo;3044103F;juan manuel.vidal.crespo@gmail.com;952122203;600553658;17/08/2003;DevOps & Cloud Computing Full Stack;18/09/2023;Carolina, La;Jaén;Ramón y Cajal;71 4Izq.;Base Linux;0
Juan manuel;Vidal;Crespo;3044103F;juan manuel.vidal.crespo@gmail.com;952122203;600553658;17/08/2003;DevOps & Cloud Computing Full Stack;18/09/2023;Carolina, La;Jaén;Ramón y Cajal;71 4Izq.;Introducción Despliegue en Servidores;7
Juan manuel;Vidal;Crespo;3044103F;juan manuel.vidal.crespo@gmail.com;952122203;600553658;17/08/2003;DevOps & Cloud Computing Full Stack;18/09/2023;Carolina, La;Jaén;Ramón y Cajal;71 4Izq.;Python;9
Juan manuel;Vidal;Crespo;3044103F;juan manuel.vidal.crespo@gmail.com;952122203;600553658;17/08/2003;DevOps & Cloud Computing Full Stack;18/09/2023;Carolina, La;Jaén;Ramón y Cajal;71 4Izq.;Plataformas Cloud y Kubernetes;7
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Prompt Engineering;1
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Git & GitHub;4
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Fundamentos de Web: HTML5, CSS3;6
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Modelado de datos & SQL;3
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Introducción a JavaScript;0
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Fundamentos de React;6
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Desarrollo frontend con JavaScript;8
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Web Components;4
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Frontend PRO;5
Francisca;Serrano;Pascual;1148206T;francisca.serrano.pascual@gmail.com;977999503;614999294;14/11/2003;Desarrollo Web Full Stack;20/09/2023;Orellana la Vieja;Badajoz;Cristóbal Colón;15 2Izq.;Testing con JavaScript;4
Sandra;Lopez;Martinez;8399153J;sandra.lopez.martinez@gmail.com;913698776;635518279;15/04/2017;DevOps & Cloud Computing Full Stack;26/10/2023;Huerta de Arriba;Burgos;Nueva;12 1D;Docker;9
Sandra;Lopez;Martinez;8399153J;sandra.lopez.martinez@gmail.com;913698776;635518279;15/04/2017;DevOps & Cloud Computing Full Stack;26/10/2023;Huerta de Arriba;Burgos;Nueva;12 1D;Base Linux;0
Sandra;Lopez;Martinez;8399153J;sandra.lopez.martinez@gmail.com;913698776;635518279;15/04/2017;DevOps & Cloud Computing Full Stack;26/10/2023;Huerta de Arriba;Burgos;Nueva;12 1D;Introducción Despliegue en Servidores;9
Sandra;Lopez;Martinez;8399153J;sandra.lopez.martinez@gmail.com;913698776;635518279;15/04/2017;DevOps & Cloud Computing Full Stack;26/10/2023;Huerta de Arriba;Burgos;Nueva;12 1D;Python;8
Sandra;Lopez;Martinez;8399153J;sandra.lopez.martinez@gmail.com;913698776;635518279;15/04/2017;DevOps & Cloud Computing Full Stack;26/10/2023;Huerta de Arriba;Burgos;Nueva;12 1D;Plataformas Cloud y Kubernetes;9
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Prompt Engineering;3
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Git & GitHub;7
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Fundamentos de Web: HTML5, CSS3;1
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Modelado de datos & SQL;1
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Introducción a JavaScript;4
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Fundamentos de React;7
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Desarrollo frontend con JavaScript;7
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Web Components;2
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Frontend PRO;7
Maria cristina;Gomez;Diaz;8840617S;maria cristina.gomez.diaz@gmail.com;980962230;661802786;17/01/2004;Desarrollo Web Full Stack;03/11/2023;Senyera;Valencia/València;Monjas;42 2B;Testing con JavaScript;3
Javier;Caballero;Serrano;2445430R;javier.caballero.serrano@gmail.com;947161983;649559289;23/11/2011;DevOps & Cloud Computing Full Stack;27/09/2023;Valdáliga;Cantabria;Emilia Pardo Bazán;29 2B;Docker;3
Javier;Caballero;Serrano;2445430R;javier.caballero.serrano@gmail.com;947161983;649559289;23/11/2011;DevOps & Cloud Computing Full Stack;27/09/2023;Valdáliga;Cantabria;Emilia Pardo Bazán;29 2B;Base Linux;3
Javier;Caballero;Serrano;2445430R;javier.caballero.serrano@gmail.com;947161983;649559289;23/11/2011;DevOps & Cloud Computing Full Stack;27/09/2023;Valdáliga;Cantabria;Emilia Pardo Bazán;29 2B;Introducción Despliegue en Servidores;7
Javier;Caballero;Serrano;2445430R;javier.caballero.serrano@gmail.com;947161983;649559289;23/11/2011;DevOps & Cloud Computing Full Stack;27/09/2023;Valdáliga;Cantabria;Emilia Pardo Bazán;29 2B;Python;1
Javier;Caballero;Serrano;2445430R;javier.caballero.serrano@gmail.com;947161983;649559289;23/11/2011;DevOps & Cloud Computing Full Stack;27/09/2023;Valdáliga;Cantabria;Emilia Pardo Bazán;29 2B;Plataformas Cloud y Kubernetes;6
Joaquin;Martin;Campos;2278059R;joaquin.martin.campos@gmail.com;940274059;640118711;31/01/2011;Aprende a Programar desde Cero;27/09/2023;Valcabado;Zamora;Reina Sofía;27 3C;Fundamentos de programación;4
Joaquin;Martin;Campos;2278059R;joaquin.martin.campos@gmail.com;940274059;640118711;31/01/2011;Aprende a Programar desde Cero;27/09/2023;Valcabado;Zamora;Reina Sofía;27 3C;Introducción a Java;9
